Concepticon_Gloss.xo,Concepticon_Gloss.yo,xo_source_score,xo_source_odds,labels
LIE DOWN,BITE,2490735.393351824,1.0091122254529057,0.5
BELLY,PLACE (POSITION),1887685.866141737,1.0090856025023758,0.5
DAUGHTER-IN-LAW (OF WOMAN),FATHER-IN-LAW (OF MAN),2356904.804733697,1.009071168217594,0.5
FOLLOW,CULTIVATE,1479845.1104972016,1.0090545086595908,0.5
MOSQUITO,DOG,1479845.1104972013,1.0090545086595906,0.5
HAND,FEATHER,3283456.6800000006,1.0090445458557349,0.5
CARRY IN HAND,LEAD (GUIDE),1670141.8828828814,1.0089450635317492,0.5
SEE,KNOW (SOMETHING),3151126.525252538,1.008927356895024,0.5
PLANT (VEGETATION),FOREST,1491952.6086956507,1.0088113449605975,0.5
STOMACH,HEART,2223564.699059575,1.0087437732109612,0.5
MOON,SUN,2739886.729411761,1.0087311307822209,0.5
COVER,JOIN,1373470.1975308487,1.008723738993958,0.5
TIE,TOOTH,2403328.6994219692,1.0087044839221617,0.5
BITE,TOOTH,2396510.745664725,1.0087044839221482,0.5
DIRTY,THROW,1840992.6341463584,1.00855645442689,0.5
WEAR,UNDRESS,845496.8805970032,1.0085298193374623,0.5
SPIRIT,GOD,1389621.2121212096,1.0084661801014998,0.5
DRAW MILK,CHANGE,1952205.315789471,1.0083910363617299,0.5
PIG,SWEEP,1952205.3157894698,1.0083910363617297,0.5
DRAW MILK,SWEEP,1952205.3157894698,1.0083910363617292,0.5
COOK (SOMETHING),DIE,3186835.7319587446,1.008377162610819,0.5
FISHING LINE,VINE,850952.647058825,1.0083517522382528,0.5
BLACK,I,2285910.8048780537,1.0083265627454858,0.5
LIGHT (RADIATION),EYE,2052596.2816901691,1.0083011586622903,0.5
MOTHER,NAME,1962961.2089552185,1.008283115679621,0.5
DIVIDE,WANT,2869546.044289069,1.0082107414705885,0.5
SOUND OR NOISE,SING,1873262.3809523713,1.008209822360703,0.5
GRANDFATHER,OLDER BROTHER,2063352.0279720281,1.0082004746634023,0.5
TREE STUMP,BLUNT,856406.8550724691,1.008179492034059,0.5
FORBID,HINDER OR PREVENT,718881.6666666701,1.0081794920340543,0.5
BE ALIVE OR LIFE,RAW,1843700.9527558938,1.0080989895158345,0.5
SEIZE,TAKE,4278288.146067408,1.008028963314411,0.5
HOLY,FORBID,861859.5714285637,1.008012778052001,0.5
YEAR,PIG,2000612.3454545597,1.0079214665837357,0.5
BLUE,COME BACK,2106381.5782313,1.0078156403265768,0.5
LOOK,KNOW (SOMETHING),3240610.8484848556,1.0077876369832246,0.5
MOUNTAIN,STONE,2250596.4344023378,1.0076950477662394,0.5
DRIVE,LEAD (GUIDE),1632097.648648624,1.007691255617554,0.5
FRUIT,TOOTH,2393101.768786143,1.0075774373873483,0.5
INSIDE,HOLE,2034778.605633808,1.007490514237343,0.5
LIP,ROPE,1598249.098522152,1.0074786029402918,0.5
WASH,RUB,2543227.8063660553,1.0074756695277625,0.5
LOOK FOR,GATHER,2333912.238805994,1.007422292853253,0.5
HE OR SHE OR IT,HOUSE,3709144.99307958,1.0073792114881324,0.5
LEG,GIVE,4161987.850837208,1.0073416991977,0.5
SIT,PULL,3730662.697594506,1.0072869559361943,0.5
WHICH,WHERE,1254960.4736841943,1.0072854544307948,0.5
SOW SEEDS,CULTIVATE,1406866.4475138308,1.0072698811688592,0.5
BE ALIVE,SING,1869589.317460304,1.0072041371792846,0.5
SOUND OR NOISE,TIME,1874972.1067193507,1.007155200911201,0.5
TRUE,CLEAN,1482525.5792349726,1.0071386418983008,0.5
ASH,WHITE,1607318.8277511848,1.007120865399565,0.5
FATHER-IN-LAW (OF MAN),MOTHER-IN-LAW (OF MAN),2242573.547400563,1.0071165548677767,0.5
THAT,I,2292806.463414647,1.0070783465703668,0.5
EAT,GET,4047454.1943573863,1.0070455091778845,0.5
NO,STOMACH,2310894.650602421,1.006928567348997,0.5
SLEEP,WE,2888751.896551746,1.0069024079882618,0.5
TURN (SOMETHING),TWIST (AROUND),1476028.320855604,1.0068867440487785,0.5
SHIVER,ROAST (SOMETHING),1785132.3459915794,1.0068806150510505,0.5
GO UP (ASCEND),COME,2824167.524822711,1.006868095529788,0.5
MARRIED WOMAN,MARRY,899592.9743589729,1.0068519432570875,0.5
GRAIN,FLOW,2023935.1428571327,1.0068425192627408,0.5
LEAVE,SQUEEZE,3056722.5268817088,1.0067757470383012,0.5
RAINING OR RAIN,EGG,2034701.9148936246,1.0067582979413157,0.5
TALK,HIS (GENITIVE OF HE),2273207.7846154002,1.0065552822627022,0.5
READ,LAKE,1950346.2659175992,1.006519746815477,0.5
WASH,SPLIT,2574098.656992089,1.0064447240730838,0.5
FLESH OR MEAT,COW,1380042.6585366044,1.0064379335999363,0.5
SAY,SEIZE,4769829.182767596,1.0064055615223362,0.5
KING,GOD,1377064.3939393905,1.0063741801986075,0.5
TRY,SPREAD OUT,1860529.7450199388,1.006235237494239,0.5
DIVIDE,ARRIVE,2880103.9354838463,1.0061837315617805,0.5
HOT,HEART,2233971.3981191255,1.006111212762616,0.5
LIVER,FULL,1412401.9411764862,1.0060693951690336,0.5
SPEAK,CARRY,5557590.353982354,1.0060647424627405,0.5
SMELL (STINK),WAKE UP,1213788.0,1.0059711632984423,0.5
BLOOD,BONE,2027562.609929096,1.0059290851786755,0.5
TWIST,CRY,1219190.0,1.0059009020158518,0.5
SAND,CRY,1219190.0,1.0059009020158518,0.5
BURN (SOMETHING),BURNING,1646353.2676056328,1.0058564824893457,0.5
RUB,SUCK,2494014.3169399095,1.0058280321051016,0.5
WE (EXCLUSIVE),THEY,1916151.88549619,1.0057902651372326,0.5
SIBLING,OLDER BROTHER,2038449.5034965174,1.005785214570268,0.5
FRUIT,BAD,2402441.1289398153,1.0057786937095279,0.5
LAME,WEAK,965244.6404494531,1.00563950322829,0.5
SHIT (DEFECATE),BED,965244.6404494531,1.0056395032282899,0.5
GO UP (ASCEND),PICK UP,2817380.1877934546,1.0056162471316454,0.5
CAST,LAST (FINAL),970677.2222222242,1.0055461482050605,0.5
DRAW MILK,STEAL,1957504.5278810216,1.0055316373536964,0.5
HIS OR HER,THAT,2341739.5752212466,1.0054884960113903,0.5
BURN,DOG,1467682.0,1.0054722600320822,0.5
THIRSTY,EMPTY,976109.1318681291,1.0054551772652032,0.5
FOOT OR LEG,KNEE,976109.1318681289,1.005455177265203,0.5
BLUE,LEAF,2111942.9057238884,1.0054156861252732,0.5
BOIL (OF LIQUID),FAT (OBESE),1829902.3170731887,1.0053947366415912,0.5
MEASURE,MEET,1262406.0,1.0053816950636851,0.5
SNOW,FROST,960085.9565217333,1.0053665072984446,0.5
PRESS,DRAW MILK,1907226.4909090665,1.0053236015046427,0.5
FAN (OBJECT),RESEMBLE,1267808.0,1.0053217429872876,0.5
SIT,HEAR,3744811.6785109644,1.0052188996829423,0.5
BLOW (OF WIND),HOT,2282462.97560976,1.0051840823276934,0.5
WEAVE,PULL,3699443.762886618,1.0051517908258523,0.5
HIDE (CONCEAL),ENTER,1509499.978723395,1.0051375843236185,0.5
DO OR MAKE,ARRIVE,2870307.663594446,1.0050523143665386,0.5
PILE UP,HIDE (CONCEAL),1525685.5130890168,1.005003601342896,0.5
NO,MANY,2320183.3432835904,1.0049938330743404,0.5
STONE,MANY,2320183.3432835904,1.0049938330743402,0.5
PRESERVE,HAVE,2207380.5696202717,1.0048562839365993,0.5
BORROW,FISH,1528958.020408184,1.0047918009187833,0.5
THIN (OF SHAPE OF OBJECT),SWEET,1321828.0,1.004774459417597,0.5
SOUR,SWEET,1321828.0,1.004774459417597,0.5
PUT,LOUSE,2086854.163822532,1.0047657620463994,0.5
BRIGHT,LIGHT (RADIATION),1936740.1088435124,1.0047373952139453,0.5
THREAD,SPIN,1277105.6666666595,1.0046753441481624,0.5
MOON,WE,2872431.2643678053,1.004652953708382,0.5
DRAW MILK,GRIND,1955676.5185185198,1.0045926248399608,0.5
SIT,DO,3754749.0303030023,1.0045434739032841,0.5
ARRIVE,COME,2512557.8676123023,1.0044948808725722,0.5
FIRE,DIE,3145156.7938144077,1.0044394728325277,0.5
SON,SMALL,2737416.6174334376,1.0042748162441253,0.5
CHIEFTAIN,PINCH,1836993.4838709475,1.0042684923509204,0.5
LUNG,TEN,1062943.6542056082,1.00426585113029,0.5
WEAVE,CHOP,3705396.3276450653,1.0042267771889248,0.5
STICK,POST,1369945.3493975839,1.0042238543484734,0.5
MEAL,TIME,1856626.0,1.004123964719499,0.5
SICK,SHOOT,2227033.5987460846,1.0041035444177928,0.5
WIFE,HUSBAND,3125264.146788966,1.0040855587102588,0.5
MOUNTAIN,FIELD,2392232.4555874453,1.0040722525207988,0.5
BE ALIVE OR LIFE,BODY,1887286.4573643226,1.0039867118934476,0.5
BEND,WRAP,1090055.8571428591,1.0039753729411367,0.5
LEAD (GUIDE),SEND,1657679.8447488183,1.0039731091100002,0.5
SEW,PUSH,2302532.4624625104,1.003802944594753,0.5
PITCHFORK,TRAP (PITFALL),1111739.275862062,1.0037643684820021,0.5
NEEDLE (FOR SEWING),PRICE,1111739.275862062,1.003764368482002,0.5
READ,GRIND,1955676.5185185198,1.0036841743909626,0.5
WIPE,CLEAN,1478486.0,1.0035952144578477,0.5
DUST,ROOT,1759390.0,1.0035223653761027,0.5
WEIGH,FOLLOW,1494692.0,1.0034991504389619,0.5
TUMBLE (FALL DOWN),IMITATE,1500094.0,1.0034679945941383,0.5
EAT,GIVE,4091289.3866058313,1.0034208788854657,0.5
GRAIN,EYE,2020524.4647887181,1.0033730728759924,0.5
DRINK,BITE,2436662.4404432154,1.0032933735800347,0.5
DESTROY,RIPEN,1537908.0,1.0032612400817558,0.5
GO,TAKE,4393999.853932593,1.0032474678858772,0.5
KNOW (SOMETHING),DIE,3132332.5051546437,1.0031927087998669,0.5
FAR,DEEP,1187594.692307682,1.0031468537307655,0.5
UNTIE,EXPLAIN,1188440.1526717455,1.0031088088687974,0.5
WEAVE,HEAR,3719887.807106619,1.0030881182703804,0.5
BUILD,PUT,2101597.735785963,1.003081785670725,0.5
CUT DOWN,MOUTH,3042797.8166311295,1.0030602920934952,0.5
CLOTH,PUT ON,1578710.6009852367,1.0030217913828583,0.5
BE ALIVE OR LIFE,BE ALIVE,1816102.1698841464,1.0029784893875575,0.5
DAY (24 HOURS),WEATHER,1622018.1042654135,1.0028306377689096,0.5
SUCK,BITE,2450180.67867039,1.0027504874513777,0.5
DO,PULL,3658859.147766304,1.0027310734718635,0.5
WOMAN,HE OR SHE OR IT,3818459.248772475,1.0026999368486198,0.5
HEAVY,EARLY,1663731.3302752238,1.002678018362607,0.5
WEAVE,DO,3717388.343434299,1.0024141242034188,0.5
GO UP (ASCEND),ARRIVE,2844184.2718893746,1.0023625950738089,0.5
MOTHER'S SISTER,FATHER'S BROTHER,2373220.908045963,1.0023547745476273,0.5
LIFT,PUT,2105118.0,1.002317225131223,0.5
PATH OR ROAD,SWIM,2123513.409836055,1.0022374540082413,0.5
PATH,RISE (MOVE UPWARDS),2495386.1081080874,1.0021099071622763,0.5
ROAD,RISE (MOVE UPWARDS),2495386.1081080874,1.002109907162276,0.5
WATER,HE OR SHE OR IT,3809153.499181667,1.0020856291576554,0.5
LAUGH,SCRAPE,1398707.5325443905,1.0020585225109446,0.5
HEAR,PULL,3655737.2542955386,1.0020573193101419,0.5
SON-IN-LAW (OF WOMAN),DAUGHTER-IN-LAW (OF MAN),2457374.702127655,1.0020497722456698,0.5
STOVE,OVEN,909373.2163742703,1.0020189570306601,0.5
ARRIVE,WANT,2813922.0046620183,1.002014552457183,0.5
GRANDDAUGHTER,NIECE,1730717.832061067,1.0019518547177608,0.5
DONATE,PISS,1447398.820224691,1.0018892175944194,0.5
DONATE,DRY UP,1447398.820224691,1.0018892175944194,0.5
MEAT,BREAST,3502856.726618749,1.0017467085425433,0.5
WEIGH,IMITATE,1492072.106951873,1.001740219202268,0.5
CHILD (DESCENDANT),EGG,2009714.3475177363,1.0017166298743363,0.5
SHEEP,BLOOD,2051098.0,1.0016443312179664,0.5
POT,CLAY,1566394.200000007,1.0015545889439785,0.5
POINTED,TOP,1591122.5213269948,1.001419994651599,0.5
FATHER-IN-LAW (OF WOMAN),MOTHER-IN-LAW (OF MAN),2235673.321100897,1.0013216662297262,0.5
VILLAGE,HARD,1692378.8571428459,1.0012825034198607,0.5
FALL,PUSH,2285349.3843843834,1.001279559600815,0.5
GET,KILL,3913249.7848100723,1.0011815730024225,0.5
GOOD,DO OR MAKE,2907863.0089485804,1.0011257296551384,0.5
SLEEP,DIVIDE,2924065.355555574,1.001112054620327,0.5
ONE,NIGHT,1806008.3265306093,1.0010994393424766,0.5
SON-IN-LAW (OF MAN),DAUGHTER-IN-LAW (OF MAN),2454022.2127659745,1.0010292595082972,0.5
SON-IN-LAW (OF WOMAN),SON-IN-LAW (OF MAN),1664474.0370370466,1.0010194634449405,0.5
SPADE,AXE,1874450.8339767917,1.000998491908719,0.5
BE ALIVE OR LIFE,STAND,1892562.9118773823,1.0009852219047053,0.5
THEY,STAND,1888923.3678160994,1.0009852219047006,0.5
MALE (OF ANIMAL),HE,1917824.6226414903,1.0009594689768442,0.5
NEPHEW,CHILD (DESCENDANT),2002706.7887324023,1.0008500019327942,0.5
FOOD,BURNING,2002706.788732402,1.0008500019327942,0.5
SUN,COME,2771685.8983451594,1.0008315139510426,0.5
BRAID (VERB) OR WEAVE (BASKET),PUT,2101597.735785963,1.0007763624263784,0.5
CLIMB,LIFT,2117811.8741722144,1.0007627929764555,0.5
BLUE,DARK,2116197.6534653595,1.0007583492594168,0.5
SLEEP,YOU,2926222.0,1.000739725911517,0.5
WOMAN,WATER,3835275.6183574884,1.0006130291395476,0.5
MOTHER'S SISTER,MOTHER'S BROTHER,2341836.4074073974,1.000583662067364,0.5
DRINK,SUCK,2349091.863387972,1.0005413970229358,0.5
AUNT,UNCLE,2875515.368421065,1.0003631358136607,0.5
SAY,HOLD,4881746.0,1.000246336828875,0.5
SPEAK,CUT,5710699.680454993,1.0000885878875834,0.5
CALL,NAME,1926810.910447772,1.0000000000000004,0.5
NEAR,BEHIND,1645246.7777777852,1.0000000000000004,0.5
MOUTH,SEED,2997671.5778251654,1.0000000000000004,0.5
WINNOWING,SURPASS,640312.1052631547,1.0000000000000002,0.5
TONE (MUSIC),SONG,872152.7671232744,1.0000000000000002,0.5
BRAIN,SNAIL,789387.1034482792,1.0000000000000002,0.5
MUROID (MOUSE OR RAT),WEAR,825739.2352941193,1.0000000000000002,0.5
BRUSH,SEVEN,1025269.3069306981,1.0000000000000002,0.5
PLANT (SOMETHING),PUT ON,1574802.901477848,1.0000000000000002,0.5
STRETCH,WEIGH,1421412.446808515,1.0000000000000002,0.5
WE (EXCLUSIVE),NAME,1926810.910447772,1.0000000000000002,0.5
MATERNAL GRANDFATHER,PATERNAL GRANDFATHER,512803.2413793121,1.0000000000000002,0.5
GRANDSON,YOUNGER BROTHER,1977347.3956834609,1.0000000000000002,0.5
ROLL,WRAP,1002069.2857142832,1.0000000000000002,0.5
STONE (CLASSIFIER),SENTENCE (CLASSIFIER),489545.99999999895,1.0000000000000002,0.5
LEAVE,DIE,3100271.7835051874,1.0000000000000002,0.5
QUARREL,BATTLE,850118.6363636309,1.0000000000000002,0.5
STEEP,SLOPE,324611.18181818456,1.0000000000000002,0.5
FIND,CHOOSE,1437904.0903954708,1.0000000000000002,0.5
BEAN,KIDNEY,691203.8571428593,1.0000000000000002,0.5
BEAD,SPRINGTIME,916031.6049382669,1.0000000000000002,0.5
FAN (OBJECT),KNEEL,1269854.383561633,1.0000000000000002,0.5
JULY,AUGUST,250362.0,1.0,0.5
CORRECT (SOMETHING OR SOMEBODY),HIT (A TARGET),466494.0,1.0,0.5
BELL,WRISTWATCH,250362.0,1.0,0.5
PITCHFORK,FORK,738379.9829059873,1.0,0.5
OX,COW,1270981.536585357,1.0,0.5
COVER,DEFEND,1378298.6746987838,1.0,0.5
GRUEL,SQUIRREL,383646.0,1.0,0.5
DISGRACE,DESPISE,250362.0,1.0,0.5
YEAR,WIND,2016960.9295774659,1.0,0.5
RICE,RICE PLANT,1237302.846153838,1.0,0.5
FOOL,DUMB,250362.0,1.0,0.5
DONATE,SCATTER (SEEDS),1448739.0167597737,1.0,0.5
BLACKSMITH,CARPENTER,508515.3333333348,1.0,0.5
ELEPHANT,BLISTER,485401.0,1.0,0.5
WIDOW,WIDOWER,380010.0,1.0,0.5
PISS,DRY UP,1443321.6404494192,1.0,0.5
COST,STRAW SANDAL,496201.9411764721,1.0,0.5
CURASSOW,GUAN,263867.0,1.0,0.5
JANUARY,APRIL,250362.0,1.0,0.5
TAMARIND,DOVE,466494.0,1.0,0.5
CHILD (DESCENDANT),EYE,2016960.9295774663,1.0,0.5
GRANDFATHER,GRANDMOTHER,1661955.3243243394,1.0,0.5
SCORPION,CENTIPEDE,402241.3333333352,1.0,0.5
TOWEL,VEIL,587471.8000000092,1.0,0.5
BAKE,MAKE,1665318.9223744164,1.0,0.5
WILD CAT,NATIVE CAT,547533.1764705939,1.0,0.5
FIREWOOD,HEART,2181937.902821305,1.0,0.5
DOWN OR BELOW,LOW,1574515.8230088567,1.0,0.5
EGG,BONE,2002575.0425531885,0.9999999999999999,0.5
ROAD,PATH,2006872.0106951788,0.9999999999999998,0.5
SWEEP,CHANGE,1919608.1954887183,0.9999999999999998,0.5
ARRANGE,DRY IN SUN,673651.9230769171,0.9999999999999997,0.5
FAST,FLOW,1995328.2857142873,0.9999999999999997,0.5
HEAR,DO,3683141.0471380646,0.999328080898719,0.5
WALK,SEIZE,4603685.671018284,0.9993049291353302,0.5
CLAW,FINGERNAIL,2198733.0350877214,0.9992697282890853,0.5
LIFT,BUILD,2077593.7161716155,0.9992377884331782,0.5
VOICE,WORD,2676681.1826484273,0.9992137340378051,0.5
SON,SUN,2766105.741176488,0.9991691768899826,0.5
NEPHEW,OLDER BROTHER,2024219.489510449,0.999155942136671,0.5
OWN,CALL,1926810.9104477712,0.9990539237069933,0.5
ARM,BREAST,3474582.5467625363,0.9989847975252726,0.5
RUB,SPLIT,2523888.670184712,0.9989767043653376,0.5
KNIFE,DAUGHTER-IN-LAW (OF MAN),2494252.0851063696,0.9989618807845103,0.5
FLOOR,PLACE (POSITION),1840035.5433070713,0.9989611160795743,0.5
TIME,PLACE (POSITION),1836370.1338582623,0.998961116079566,0.5
LOOK,SEE,2926853.599999988,0.9988703647452565,0.5
COME,DIG,2774791.8826291105,0.9987566907684415,0.5
RIPE,WHITE,1572461.3110047905,0.9985472187589743,0.5
THING,ANIMAL,1566162.585365847,0.9984987677466899,0.5
BLUE,SHOUT,2128925.9084967305,0.9984981710744996,0.5
SPLIT,POUR,2533430.460732997,0.9984835957009823,0.5
PATH,RUB,2509720.1936339377,0.9984469516245709,0.5
STUDY,UNDERSTAND,2078577.9194630932,0.9984259491585742,0.5
GRASS,BLOOD,2036903.5501730149,0.998338254277577,0.5
END (OF SPACE),CEASE,2418422.5193370134,0.9983286485320706,0.5
MOUNTAIN,FRUIT,2412321.3008356793,0.9983033631558916,0.5
EGG,EYE,2006270.323943659,0.9982863118938614,0.5
FOLLOW,IMITATE,1468006.4278074782,0.9982472020669575,0.5
FATHER'S BROTHER,MOTHER'S BROTHER,2056329.5014245142,0.9982330482926328,0.5
YOU,THOU,2710367.5263157836,0.9981642097473866,0.5
OWN,STEAL,1928611.4721189784,0.998114881438454,0.5
PISS,SCATTER (SEEDS),1444669.5251396755,0.9981143448185263,0.5
DRY UP,SCATTER (SEEDS),1444669.5251396755,0.9981143448185263,0.5
DYE,PAINT (PIGMENTS),1111107.70621469,0.9980787371417511,0.5
LIVER,DRY,1380562.2068965586,0.9980233770522364,0.5
SICK,I,2244536.8536585276,0.9980045264187736,0.5
SICK,HOT,2244536.853658527,0.9980045264187735,0.5
LIE DOWN,POUR,2530088.204188491,0.9979738137428569,0.5
WEAVE,SIT,3774958.292682894,0.9978802811872187,0.5
FAT (OBESE),PINCH,1814861.032258073,0.9978277206539615,0.5
CEASE,SUCK,2446830.2622950696,0.9978104929248524,0.5
GOOD,THOU,2927326.4561403743,0.9977929773866755,0.5
MOUNTAIN,WORLD,2414351.3333333326,0.9977441013813372,0.5
BRAID (VERB) OR WEAVE (BASKET),BUILD,2098650.409240923,0.9977016597476939,0.5
BRANCH OR TWIG,ARROW,1314385.8387096655,0.997608785565462,0.5
RAINING OR RAIN,LOUSE,2055020.7952218268,0.9975607849580421,0.5
FOOD,GRAIN,2006628.8888888787,0.9974854109488915,0.5
YEAR,GRASS,2011857.8466899174,0.9974699148542171,0.5
HOLE,GRASS,2022521.4041811903,0.997469914854203,0.5
LEARN,COME,2748725.1867611986,0.9974661502168489,0.5
PERSON,THOU,2920850.070175447,0.9974203693074561,0.5
PADDLE,SHOVEL,1936235.1218638176,0.9973405868782893,0.5
GOURD,CUP,1251258.1034482794,0.997334960324688,0.5
NEAR,EARLY,1652257.3211008976,0.9972870538866998,0.5
MOUNTAIN,TIE,2416385.0831024963,0.9971879380099885,0.5
CHANGE,STEAL,1924999.8401487055,0.9971643946595014,0.5
SWEEP,STEAL,1924999.8401487055,0.9971643946595014,0.5
AGE,WEATHER,1610432.2606635129,0.9971315816484817,0.5
AGE,YOUNG,1610432.2606635126,0.9971315816484815,0.5
SAND,IF,1221967.7826086804,0.9971136892313435,0.5
THEY,HE,1877945.4716981133,0.997088948107984,0.5
BREAK (CLEAVE),SHARP,2154427.23076922,0.9970836603738724,0.5
PINCH,SPREAD OUT,1827437.3187250886,0.9967995374275798,0.5
THROW,STRIKE OR BEAT,1812909.349397581,0.9967546670010871,0.5
BLOOD,LOUSE,2051483.754266223,0.9967391476930747,0.5
SHIVER,FAT (OBESE),1800328.13821135,0.9966855573839383,0.5
FOOD,BLOOD,2026257.7128027838,0.9966588159320998,0.5
GROUND,EYE,2002706.788732402,0.9965541320312157,0.5
SIT,KILL,3842212.1012658114,0.9965430982914933,0.5
GET,GIVE,3971409.3820395507,0.9964007284085981,0.5
MEAT,HOUSE,3556029.4878892484,0.9963995182292054,0.5
CULTIVATE,CLEAN,1462327.683060118,0.9963518548705496,0.5
SHOUT,BUY,2142032.7781350436,0.996324415645862,0.5
OLD,HUSBAND,3374151.1100917333,0.996252629713516,0.5
TALK,CANOE,2297808.422287398,0.9962513781782248,0.5
FEW,PAIN,1926810.444444451,0.9962331958686654,0.5
TELL,NAME,1915965.8208955405,0.9961836870444113,0.5
BOW,SPEAR,1427012.9213483024,0.9961790615066157,0.5
MILK,LAKE,1885214.1086142296,0.9961585634030755,0.5
LEAD (GUIDE),SHARPEN (SOMETHING),1686421.4444444494,0.9961328404662531,0.5
SMELL (PERCEIVE),PUSH,2261293.0750750257,0.9960877995458711,0.5
BE ALIVE,NEW,1863424.711026625,0.9960555294531691,0.5
THIS,I,2234193.365853645,0.995980041294517,0.5
GO,WALK,3636539.37319317,0.9959488442667529,0.5
HIT,DOOR,1397127.9415204308,0.9959154394246822,0.5
LOVE,DOOR,1397127.9415204308,0.9959154394246822,0.5
STRONG,POWERFUL,890701.1009174262,0.9958124213674994,0.5
BURNING,BLOOD,2022709.100346004,0.9958123734899426,0.5
YEAR,BLOOD,1997868.8131487565,0.9958123734899348,0.5
COMMAND,ADMIT,1058428.5555555606,0.9957522690575523,0.5
THAT,TOOTH,2328331.2080925363,0.9957299307079757,0.5
NEST,BRIDGE,1052962.9626168197,0.9956907729943358,0.5
PERSON,BOY,2934988.8676789748,0.9956257393400866,0.5
WHO,NIGHT,1787504.142857132,0.9955359499110156,0.5
THROAT,TOMORROW,1348191.604938278,0.9955337347429392,0.5
CUT (WITH AXE),FALL,2268699.985074635,0.9954738513768121,0.5
CLOUD,WANT,2764841.969697002,0.9954285835428202,0.5
POT,THING,1552910.1568627546,0.9954276795765258,0.5
SIT,GET,3856187.304075252,0.9953669995173531,0.5
SOUR,THREAD,1326430.4810126445,0.995346412972707,0.5
MOUTH,BROTHER,3047755.3830228103,0.9953031992803957,0.5
DRINK,HEAD,2484194.617021259,0.9952570165064206,0.5
KILL,GIVE,3949892.4581430843,0.9952247976563392,0.5
WHEAT,THREE,1004367.0000000058,0.9952189773186345,0.5
RAW,BE ALIVE,1819748.9613899486,0.9949206375747688,0.5
PRESS,GRASS,2011857.8466899174,0.9948989881053305,0.5
GRANDSON,CHILD (DESCENDANT),1988452.6478873154,0.9948031594821517,0.5
HEAVY,HARD,1673406.0,0.9947874285441975,0.5
RESEMBLE,KNEEL,1261096.7671232703,0.9947064280421565,0.5
BREAST,HOUSE,3534155.8442906705,0.9946621333839013,0.5
SEED,DIE,3052180.7010309687,0.9946543628923314,0.5
NO,WHAT,2347264.1818181737,0.9946532646593995,0.5
THROW,SPREAD OUT,1820083.4462151385,0.9946342103802818,0.5
FAT (OBESE),SPREAD OUT,1820083.4462151385,0.9946342103802814,0.5
FOOT,HAND,3288810.9981167517,0.9946156411063132,0.5
DIVIDE,SQUEEZE,2946977.4731182926,0.994589234883454,0.5
SHIVER,PINCH,1803794.8064516208,0.9945204779331599,0.5
CALL,READ,1923332.810218987,0.9944633231169637,0.5
HAND,ARM,2512669.724637663,0.9944502260702873,0.5
WHO,FAT (OBESE),1792934.5934959352,0.9944426205701143,0.5
WEAVE,KILL,3802060.3670886047,0.9944307071383215,0.5
SLEEP,MOUTH,2965438.5501066484,0.9943093153757285,0.5
BOW,FACE,1432461.0502793419,0.994300611297604,0.5
FATHER-IN-LAW (OF WOMAN),FATHER-IN-LAW (OF MAN),1613520.5857988363,0.9942460595945468,0.5
SILVER,WHITE,1514365.4497607588,0.9941299172180129,0.5
OLD MAN,RIPE,1586385.1538461624,0.9940816805398526,0.5
CARRY,CUT,5521623.229575994,0.9940598707787609,0.5
EAT,TAKE,4220432.292134805,0.9940190251774947,0.5
SMOKE (EXHAUST),ROOT,1733186.3191489482,0.9939829426643046,0.5
GRANDSON,NEPHEW,1805177.947368406,0.9939582930119927,0.5
YOUNGER BROTHER,NEPHEW,1986763.8947368143,0.99395829301199,0.5
RAW,RED,1861651.6153846118,0.9939282083009227,0.5
FATHER-IN-LAW (OF MAN),FATHER'S BROTHER,2325552.1954023014,0.9939208112806375,0.5
SEIZE,HOLD,4329322.0984009765,0.9938799774872615,0.5
WE,YOU,2828897.5432372713,0.9938795636718836,0.5
EXPLAIN,ANSWER,1181129.172932328,0.9938482558646461,0.5
PIG,EGG,1981157.1276595753,0.9938439284060121,0.5
FIELD,WORLD,2383918.333333331,0.9936975141743644,0.5
ARM,HOUSE,3521656.6193771567,0.9936523499245785,0.5
BLOOD,LEAF,2059056.1885521857,0.9935661297917009,0.5
CALL,PIG,1943144.1272727414,0.9935640325686911,0.5
OWN,READ,1937712.8686131497,0.99352248494269,0.5
CATTLE,FALL,2258403.313432827,0.9934874096055953,0.5
YOUR (PLURAL),MY,1356136.3636363486,0.9934744694210214,0.5
YOU (OBLIQUE CASE OF YOU),YOUR (PLURAL),1272355.8271604977,0.9932737715036402,0.5
SQUEEZE,DIE,3039356.412371106,0.9932698547235911,0.5
WEAVE,GET,3828422.755485913,0.9932571013628759,0.5
LET GO OR SET FREE,SEND,1535454.6027397092,0.9932042882716418,0.5
GRIEF,FOUR,1141062.064516124,0.9931225560732313,0.5
YOUNGER BROTHER,OLDER BROTHER,1953069.4195804156,0.9931193346989867,0.5
CHEST,MIND,1492358.421052633,0.9930995112952113,0.5
OUR,YES,1323388.2264150959,0.9930635212234854,0.5
SOW SEEDS,PLANT (VEGETATION),1470927.1534391404,0.9930378386689857,0.5
SOW SEEDS,PLOUGH,1426959.2222222155,0.9930378386689671,0.5
WATER,GIVE,3913006.302891942,0.9930174278612702,0.5
GUESS,HUNT,1322179.1012658377,0.9929912083956759,0.5
